Element,Relevance,cycle,Pathway,pathway name,gene,key_gene,gene_name,energyRole,biogeoSubstrate,Metal,KO
Carbon,Biogeochemistry,Carbon fixation - Gluc,Gluconeogenesys-ED,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",edd,,phosphogluconate dehydratase [EC:4.2.1.12],,,,K01690
Carbon,Biogeochemistry,Carbon fixation - Gluc,Gluconeogenesys-ED,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",pgl,,6-phosphogluconolactonase [EC:3.1.1.31],,,,K07404
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","GAPDH, gapA",,glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12],D,Organic carbon,,K00134
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",gap2,,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59],D,Organic carbon,,K00150
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",HK,,hexokinase [EC:2.7.1.1],,,,K00844
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",glk,,glucokinase [EC:2.7.1.2],,,,K00845
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","pfkA, PFK",,6-phosphofructokinase 1 [EC:2.7.1.11],,,,K00850
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","PK, pyk",,pyruvate kinase [EC:2.7.1.40],,,,K00873
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",ppgK,,polyphosphate glucokinase [EC:2.7.1.63],,,,K00886
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",pfkC,,ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147],,,,K00918
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","PGK, pgk",,phosphoglycerate kinase [EC:2.7.2.3],,,,K00927
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",ALDO,,"fructose-bisphosphate aldolase, class I [EC:4.1.2.13]",,,,K01623
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","FBA, fbaA",,"fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",,,,K01624
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","ENO, eno",,enolase [EC:4.2.1.11],,,,K01689
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","TPI, tpiA",,triosephosphate isomerase (TIM) [EC:5.3.1.1],,,,K01803
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","GPI, pgi",,glucose-6-phosphate isomerase [EC:5.3.1.9],,,,K01810
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","PGAM, gpmA",,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]",,,,K01834
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",pgi1,,"glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]",,,,K06859
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",ADPGK,,ADP-dependent glucokinase [EC:2.7.1.147],,,,K08074
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",gapor,,glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6],D,Organic carbon,,K11389
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",fbaB,,"fructose-bisphosphate aldolase, class I [EC:4.1.2.13]",,,,K11645
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",PKLR,,pyruvate kinase isozymes R/L [EC:2.7.1.40],,,,K12406
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",GCK,,glucokinase [EC:2.7.1.2],,,,K12407
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",tal-pgi,,transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9],,,,K13810
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",gpmI,,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]",,,,K15633
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",gpmB,,probable phosphoglycerate mutase [EC:5.4.2.12],,,,K15634
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",apgM,,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]",,,,K15635
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",pgi-pmi,,glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8],,,,K15916
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",fbaA,,fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11],,,,K16305
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",fbaA,,"fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]",,,,K16306
Carbon,Biogeochemistry,Heterotrophy,Glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",pfkB,,6-phosphofructokinase 2 [EC:2.7.1.11],,,,K16370
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,atoB,,acetyl-CoA C-acetyltransferase [EC:2.3.1.9],,,,K00626
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,mcmA1,,"methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]",,,,K01848
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,mcmA2,,"methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]",,,,K01849
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,accD5,,acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3],,,,K01964
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,"MCEE, epi",,methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1],,,,K05606
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,mcr,,succinate semialdehyde reductase (NADPH) [EC:1.1.1.-],,,,K14465
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,4hbl,,4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40],,,,K14466
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,abfD,,4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3],,,,K14534
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,paaF,,enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35],,,,K15016
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,mcr,,malonyl-CoA/succinyl-CoA reductase (NADPH) [EC:1.2.1.75 1.2.1.76],,,,K15017
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,acs,,3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36],,,,K15018
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,acd,,3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116],,,,K15019
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,acuI,,acryloyl-coenzyme A reductase [EC:1.3.1.84],,,,K15020
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,acsE,,acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15],,,,K15036
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,accB,,biotin carboxyl carrier protein,,,,K15037
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,mcr,,succinyl-CoA reductase [EC:1.2.1.76],,,,K15038
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,ydfG,,3-hydroxypropionate dehydrogenase (NADP+) [EC:1.1.1.298],,,,K15039
Carbon,Biogeochemistry,Carbon fixation,HPHB,Hydroxypropionate-hydroxybutylate cycle,4hbl,,4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40],,,,K18861
Carbon,Biogeochemistry,Fermentation,Lactate,Mixed acid: lactate (Pyruvate to Lactate),LDH,,L-lactate dehydrogenase,,,,K00016
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",cdhC,,"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169]",A,CO2,,K00193
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane","cdhD, acsD",,"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]",A,CO2,,K00194
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane","cdhE, acsC",,"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]",A,CO2,,K00197
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane","fwdA, fmdA",,formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12],D,Hydrogen,,K00200
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane","fwdB, fmdB",,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],D,Hydrogen,,K00201
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane","fwdC, fmdC",,formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12],D,Hydrogen,,K00202
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane","fwdD, fmdD",,formylmethanofuran dehydrogenase subunit D [EC:1.2.7.12],D,Hydrogen,,K00203
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",fwdH,,4Fe-4S ferredoxin,D,Hydrogen,,K00204
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane","fwdF, fmdF",,4Fe-4S ferredoxin,D,Hydrogen,,K00205
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",hdrA2,,heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6],D,Hydrogen,,K03388
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",hdrA2,,heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6],D,Hydrogen,,K03388
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",hdrA2,,heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6],D,Hydrogen,,K03388
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",hdrB2,,heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6],D,Hydrogen,,K03389
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",hdrB2,,heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6],D,Hydrogen,,K03389
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",hdrB2,,heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6],D,Hydrogen,,K03389
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",hdrC2,,heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6],D,Hydrogen,,K03390
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",hdrC2,,heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6],D,Hydrogen,,K03390
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",hdrC2,,heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6],D,Hydrogen,,K03390
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",hdrD,,heterodisulfide reductase subunit D [EC:1.8.98.1],D,Hydrogen,,K08264
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",hdrD,,heterodisulfide reductase subunit D [EC:1.8.98.1],D,Hydrogen,,K08264
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",hdrD,,heterodisulfide reductase subunit D [EC:1.8.98.1],D,Hydrogen,,K08264
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",hdrE,,heterodisulfide reductase subunit E [EC:1.8.98.1],D,Hydrogen,,K08265
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",hdrE,,heterodisulfide reductase subunit E [EC:1.8.98.1],D,Hydrogen,,K08265
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",hdrE,,heterodisulfide reductase subunit E [EC:1.8.98.1],D,Hydrogen,,K08265
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",fwdG,,4Fe-4S ferredoxin,D,Hydrogen,,K11260
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane","fwdE, fmdE",,formylmethanofuran dehydrogenase subunit E [EC:1.2.7.12],D,Hydrogen,,K11261
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane","mvhA, vhuA, vhcA",,F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5],D,Hydrogen,,K14126
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane","mvhA, vhuA, vhcA",,F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5],D,Hydrogen,,K14126
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane","mvhA, vhuA, vhcA",,F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5],D,Hydrogen,,K14126
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane","mvhD, vhuD, vhcD",,F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6],D,Hydrogen,,K14127
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane","mvhD, vhuD, vhcD",,F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6],D,Hydrogen,,K14127
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane","mvhD, vhuD, vhcD",,F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6],D,Hydrogen,,K14127
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane","mvhG, vhuG, vhcG",,F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5],D,Hydrogen,,K14128
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane","mvhG, vhuG, vhcG",,F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5],D,Hydrogen,,K14128
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane","mvhG, vhuG, vhcG",,F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5],D,Hydrogen,,K14128
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",hdrA1,,heterodisulfide reductase subunit A1 [EC:1.8.7.3],D,Hydrogen,,K22480
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",hdrA1,,heterodisulfide reductase subunit A1 [EC:1.8.7.3],D,Hydrogen,,K22480
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",hdrA1,,heterodisulfide reductase subunit A1 [EC:1.8.7.3],D,Hydrogen,,K22480
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",hdrB1,,heterodisulfide reductase subunit B1 [EC:1.8.7.3],D,Hydrogen,,K22481
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",hdrB1,,heterodisulfide reductase subunit B1 [EC:1.8.7.3],D,Hydrogen,,K22481
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",hdrB1,,heterodisulfide reductase subunit B1 [EC:1.8.7.3],D,Hydrogen,,K22481
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",hdrC1,,heterodisulfide reductase subunit C1 [EC:1.8.7.3],D,Hydrogen,,K22482
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",hdrC1,,heterodisulfide reductase subunit C1 [EC:1.8.7.3],D,Hydrogen,,K22482
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",hdrC1,,heterodisulfide reductase subunit C1 [EC:1.8.7.3],D,Hydrogen,,K22482
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",fdhB,,formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6],D,Hydrogen/CO2,,K00125
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",fdhB,,formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6],D,Hydrogen/CO2,,K00125
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",fdhB,,formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6],D,Hydrogen/CO2,,K00125
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",fdhA,,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],D,Hydrogen/CO2,,K22516
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",fdhA,,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],D,Hydrogen/CO2,,K22516
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",fdhA,,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],D,Hydrogen/CO2,,K22516
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",mtd,,methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1],,,,K00319
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",mer,,"5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]",,,,K00320
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",mcrA,,methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,K00399
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",mcrA,,methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,K00399
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, dimethylamine -> methane",mcrA,,methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,K00399
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",mcrA,,methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,K00399
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methylamine -> methane",mcrA,,methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,K00399
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, trimethylamine -> methane",mcrA,,methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,K00399
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",mcrB,,methyl-coenzyme M reductase beta subunit [EC:2.8.4.1],,,,K00401
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",mcrB,,methyl-coenzyme M reductase beta subunit [EC:2.8.4.1],,,,K00401
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, dimethylamine -> methane",mcrB,,methyl-coenzyme M reductase beta subunit [EC:2.8.4.1],,,,K00401
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",mcrB,,methyl-coenzyme M reductase beta subunit [EC:2.8.4.1],,,,K00401
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methylamine -> methane",mcrB,,methyl-coenzyme M reductase beta subunit [EC:2.8.4.1],,,,K00401
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, trimethylamine -> methane",mcrB,,methyl-coenzyme M reductase beta subunit [EC:2.8.4.1],,,,K00401
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",mcrG,,methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1],,,,K00402
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",mcrG,,methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1],,,,K00402
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, dimethylamine -> methane",mcrG,,methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1],,,,K00402
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methanol => methane",mcrG,,methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1],,,,K00402
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, methylamine -> methane",mcrG,,methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1],,,,K00402
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, trimethylamine -> methane",mcrG,,methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1],,,,K00402
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",mtrA,,tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86],,,,K00577
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",mtrA,,tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86],,,,K00577
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",mtrB,,tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86],,,,K00578
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",mtrB,,tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86],,,,K00578
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",mtrC,,tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86],,,,K00579
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",mtrC,,tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86],,,,K00579
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",mtrD,,tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86],,,,K00580
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",mtrD,,tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86],,,,K00580
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",mtrE,,tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86],,,,K00581
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",mtrE,,tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86],,,,K00581
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",mtrF,,tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86],,,,K00582
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",mtrF,,tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86],,,,K00582
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",mtrG,,tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86],,,,K00583
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",mtrG,,tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86],,,,K00583
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",mtrH,,tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86],,,,K00584
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",mtrH,,tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86],,,,K00584
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",pta,,phosphate acetyltransferase [EC:2.3.1.8],,,,K00625
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",ftr,,formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101],,,,K00672
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, acetate => methane",ackA,,acetate kinase [EC:2.7.2.1],,,,K00925
Carbon,Biogeochemistry,Methane,Methanogenesis,"Methanogenesis, CO2 => methane",mch,,methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27],,,,K01499
